iter	Logloss
1310	0.2270793764
1315	0.2270407599
1320	0.226997888
1325	0.2269566992
1330	0.2269130017
1335	0.2268682878
1340	0.2268174608
1345	0.2267737156
1350	0.226736417
1355	0.226687289
1360	0.2266497523
1365	0.2266134382
1370	0.226580141
1375	0.2265488127
1380	0.2265076398
1385	0.2264825677
1390	0.2264296447
1395	0.2263872333
1400	0.2263473148
1405	0.2263015371
1410	0.2262683511
1415	0.2262304015
1420	0.2261759383
1425	0.2261340191
1430	0.2260914806
1435	0.2260645984
1440	0.2260152798
1445	0.2259652149
1450	0.2259182305
1455	0.2258832502
1460	0.2258443638
1465	0.2258011902
1470	0.2257591916
1475	0.225726736
1480	0.2256903743
1485	0.2256522818
1490	0.2256144275
1495	0.2255764779
1500	0.2255402908
1505	0.2254920044
1510	0.2254510696
1515	0.2254067687
1520	0.2253652147
1525	0.2253363793
1530	0.2253028122
1535	0.2252667998
1540	0.2252254364
1545	0.2251777215
1550	0.2251315151
1555	0.2250891355
1560	0.2250474862
1565	0.2250057734
1570	0.2249748263
1575	0.2249251742
1580	0.2248782533
1585	0.2248364453
1590	0.224789572
1595	0.224748542
1600	0.2247128471
1605	0.2246698164
1610	0.2246360905
1615	0.224601666
1620	0.2245607154
1625	0.2245203046
1630	0.2244752415
1635	0.22444042
1640	0.224401089
1645	0.2243653465
1650	0.2243357173
1655	0.2242992761
1660	0.2242511326
1665	0.2242115316
1670	0.2241718989
1675	0.2241271057
1680	0.2240849007
1685	0.2240338514
1690	0.2239907254
1695	0.2239435346
1700	0.2239093641
1705	0.2238649678
1710	0.2238279233
1715	0.223783416
1720	0.2237367015
1725	0.2237038171
1730	0.2236733145
1735	0.223632491
1740	0.2235919849
1745	0.2235484144
1750	0.2235065269
1755	0.2234636392
1760	0.2234364234
1765	0.2233868826
1770	0.2233504891
1775	0.2233190497
1780	0.2232815923
1785	0.2232387839
1790	0.2232034861
1795	0.2231596615
1800	0.2231307626
1805	0.2230844451
1810	0.2230499411
1815	0.2230222491
1820	0.2229834262
1825	0.2229396174
1830	0.2229103851
1835	0.2228805495
1840	0.2228456803
1845	0.2228194173
1850	0.2227840877
1855	0.2227586345
1860	0.2227274809
1865	0.2226855458
1870	0.2226528679
1875	0.2226262079
1880	0.2225901796
1885	0.2225503723
1890	0.2225173927
1895	0.2224811897
1900	0.222445479
1905	0.2224079899
1910	0.2223723745
1915	0.2223284069
1920	0.222291807
1925	0.2222491733
1930	0.2222227039
1935	0.2221910104
1940	0.2221548551
1945	0.2221260674
1950	0.2220937547
1955	0.2220617119
1960	0.2220275891
1965	0.2220022311
1970	0.221971935
1975	0.2219426709
1980	0.2219060234
1985	0.2218735042
1990	0.2218402388
1995	0.2218099427
2000	0.2217745337
2005	0.2217366476
2010	0.2216924419
2015	0.2216468706
2020	0.2216140657
2025	0.2215797682
2030	0.2215435811
2035	0.2215042819
2040	0.2214715881
2045	0.2214328763
2050	0.2213916399
2055	0.2213687272
2060	0.2213289199
2065	0.2213002116
2070	0.2212639769
2075	0.2212217877
2080	0.2211953818
2085	0.2211543359
2090	0.2211177519
2095	0.2210916318
2100	0.2210695131
2105	0.2210308649
2110	0.2209917879
2115	0.2209501386
2120	0.2209175401
2125	0.2208720324
2130	0.2208332889
2135	0.2208007062
2140	0.2207659165
2145	0.2207238067
2150	0.2206866352
2155	0.2206463356
2160	0.2206125462
2165	0.220567626
2170	0.2205386636
2175	0.2204970302
2180	0.2204599222
2185	0.220425847
2190	0.2203865477
2195	0.2203569502
2200	0.2203152057
2205	0.2202721591
2210	0.2202407991
2215	0.2202028972
2220	0.2201619942
2225	0.220132095
2230	0.220090017
2235	0.2200582918
2240	0.2200147054
2245	0.2199807889
2250	0.2199352336
2255	0.219899237
2260	0.2198622084
2265	0.2198325474
2270	0.2197867062
2275	0.2197478357
2280	0.219715253
2285	0.2196899586
2290	0.2196543908
2295	0.2196155838
2300	0.2195761417
2305	0.2195371282
2310	0.2194945421
2315	0.2194601017
2320	0.2194276461
2325	0.2193899664
2330	0.2193573044
2335	0.2193179575
2340	0.2192825802
2345	0.2192501881
2350	0.2192176849
2355	0.2191813708
2360	0.2191456283
2365	0.2191064085
2370	0.2190697768
2375	0.2190286833
2380	0.2189820164
2385	0.218951625
2390	0.2189203761
2395	0.2188862056
2400	0.2188456679
2405	0.218811942
2410	0.2187809154
2415	0.2187377736
2420	0.2187027139
2425	0.2186645261
2430	0.2186224481
2435	0.2185879124
2440	0.218548772
2445	0.2185179042
2450	0.2184847817
2455	0.2184557717
2460	0.2184197275
2465	0.218384382
2470	0.2183501321
2475	0.2183215509
2480	0.2182904767
2485	0.218257767
2490	0.2182214688
2495	0.2181833922
2500	0.2181441723
2505	0.2181104147
2510	0.2180740212
2515	0.2180317844
2520	0.2180014089
2525	0.2179699377
2530	0.2179368628
2535	0.2179020096
2540	0.2178721421
2545	0.2178362409
2550	0.2178028484
2555	0.2177696624
2560	0.2177349044
2565	0.2176989555
2570	0.2176630384
2575	0.2176192296
2580	0.2175719435
2585	0.2175354389
2590	0.2175040471
2595	0.2174639539
2600	0.2174320699
2605	0.2173964386
2610	0.2173603945
2615	0.2173260811
2620	0.2173003738
2625	0.2172666003
2630	0.2172388605
2635	0.217191495
2640	0.2171485278
2645	0.2171101654
2650	0.2170767889
2655	0.2170423008
2660	0.2170095117
2665	0.2169773895
2670	0.2169447751
2675	0.216906381
2680	0.2168736078
2685	0.2168426765
2690	0.2168203037
2695	0.2167851805
2700	0.2167518039
2705	0.2167131081
2710	0.2166789534
2715	0.2166434809
2720	0.2166086911
2725	0.2165672007
2730	0.2165218517
2735	0.2164788687
2740	0.2164402204
2745	0.2164073837
2750	0.2163726892
2755	0.2163375978
2760	0.2163077304
2765	0.2162813721
2770	0.2162435336
2775	0.2162177152
2780	0.2161816076
2785	0.2161514702
2790	0.2161199514
2795	0.2160868765
2800	0.2160546273
2805	0.2160187737
2810	0.2159789187
2815	0.2159495276
2820	0.2159182629
2825	0.2158872999
2830	0.2158523037
2835	0.2158198322
2840	0.2157965702
2845	0.2157621615
2850	0.2157308492
2855	0.215697679
2860	0.2156688595
2865	0.2156478841
2870	0.215623193
2875	0.2155823694
2880	0.2155470716
2885	0.2155138538
2890	0.215478286
2895	0.2154471165
2900	0.2154207741
2905	0.2153840631
2910	0.2153472091
2915	0.215306322
2920	0.2152769944
2925	0.2152410138
2930	0.215202699
2935	0.2151688461
2940	0.2151344374
2945	0.2150991554
2950	0.2150642228
2955	0.2150386425
2960	0.2149998196
2965	0.2149709208
2970	0.2149272867
2975	0.2148936878
2980	0.2148563099
2985	0.2148322381
2990	0.2147957335
2995	0.2147657231
3000	0.2147284087
3005	0.2146856638
3010	0.2146529383
3015	0.214618085
3020	0.2145815327
3025	0.2145499822
3030	0.2145108099
3035	0.2144881513
3040	0.2144558228
3045	0.2144252726
3050	0.2143983109
3055	0.2143623938
3060	0.214329303
3065	0.2142968156
3070	0.2142639472
3075	0.2142345084
3080	0.2142031008
3085	0.2141657705
3090	0.2141305838
3095	0.2140892997
3100	0.2140558914
3105	0.2140301047
3110	0.2140038417
3115	0.2139704969
3120	0.2139324679
3125	0.2139051728
3130	0.2138733682
3135	0.2138458349
3140	0.2138228905
3145	0.2137926102
3150	0.2137601229
3155	0.213715679
3160	0.2136729976
3165	0.2136452897
3170	0.21361023
3175	0.213578076
3180	0.2135456363
3185	0.2135059877
3190	0.2134683557
3195	0.2134350109
3200	0.2133904876
3205	0.2133566823
3210	0.2133242426
3215	0.2133018539
3220	0.2132645077
3225	0.2132337352
3230	0.2132064242
3235	0.21317797
3240	0.213137988
3245	0.2131107246
3250	0.2130822069
3255	0.2130459721
3260	0.2130052756
3265	0.2129741696
3270	0.212942889
3275	0.2129098777
3280	0.2128772156
3285	0.2128432515
3290	0.212809478
3295	0.2127716713
3300	0.2127394698
3305	0.2127079669
3310	0.2126815292
3315	0.2126467712
3320	0.2126183169
3325	0.2125872586
3330	0.2125536121
3335	0.212519124
3340	0.2124811903
3345	0.2124461307
3350	0.2124127858
3355	0.2123872056
3360	0.2123650392
3365	0.2123384428
3370	0.2123050027
3375	0.2122785809
3380	0.2122556365
3385	0.212219243
3390	0.2121921384
3395	0.2121642399
3400	0.2121381516
3405	0.2121046639
3410	0.2120663491
3415	0.2120323532
3420	0.2119975952
3425	0.2119646474
3430	0.2119259674
3435	0.2118977037
3440	0.2118607545
3445	0.2118320303
3450	0.2118035284
3455	0.2117809492
3460	0.2117486047
3465	0.2117143231
3470	0.2116806289
3475	0.2116491101
3480	0.2116158924
3485	0.2115850722
3490	0.2115540298
3495	0.2115202721
3500	0.2114891662
3505	0.2114529315
3510	0.2114194755
3515	0.2113843682
3520	0.2113594231
3525	0.2113235853
3530	0.2112908439
3535	0.2112620245
3540	0.2112292671
3545	0.2111866334
3550	0.2111515261
3555	0.2111317891
3560	0.2111015724
3565	0.2110653377
3570	0.2110305638
3575	0.211000617
3580	0.2109715911
3585	0.2109367537
3590	0.2109114117
3595	0.2108769077
3600	0.2108417527
3605	0.2108081856
3610	0.2107795091
3615	0.210749991
3620	0.2107239026
3625	0.2106878902
3630	0.2106501153
3635	0.2106127691
3640	0.2105691509
3645	0.2105406332
3650	0.2105114326
3655	0.2104873609
3660	0.210450237
3665	0.210411684
3670	0.210376148
3675	0.2103532035
3680	0.2103187314
3685	0.2102769392
3690	0.2102479292
3695	0.2102123614
3700	0.2101899727
3705	0.2101640432
3710	0.2101387329
3715	0.210100164
3720	0.2100664381
3725	0.2100315055
3730	0.2099948103
3735	0.2099748669
3740	0.2099402836
3745	0.2099087648
3750	0.2098770078
3755	0.2098443616
3760	0.2098151611
3765	0.2097833724
3770	0.209747233
3775	0.2097145074
3780	0.2096887049
3785	0.2096546296
3790	0.2096272869
3795	0.2095955776
3800	0.209561153
3805	0.2095386532
3810	0.2095055148
3815	0.209477267
3820	0.2094464945
3825	0.2094171193
3830	0.2093880458
3835	0.2093556378
3840	0.2093215467
3845	0.2092811836
3850	0.2092483469
3855	0.209217225
3860	0.2091833245
3865	0.209166001
3870	0.2091436918
3875	0.2091116172
3880	0.209083687
3885	0.209047103
3890	0.209022793
3895	0.2089938465
3900	0.2089638838
3905	0.2089290305
3910	0.2089006874
3915	0.2088684224
3920	0.2088250424
3925	0.2088002878
3930	0.2087670382
3935	0.2087354718
3940	0.2087126068
3945	0.2086791508
3950	0.2086489023
3955	0.2086197653
3960	0.2085937405
3965	0.2085668582
3970	0.2085372766
3975	0.2085004703
3980	0.2084787326
3985	0.2084454989
3990	0.2084123288
3995	0.2083756019
3999	0.2083544517
