iter	Passed	Remaining
3221	70918	17124
3222	70971	17109
3223	71019	17094
3224	71075	17080
3225	71125	17064
3226	71180	17050
3227	71234	17036
3228	71285	17021
3229	71316	17001
3230	71342	16980
3231	71367	16958
3232	71387	16936
3233	71405	16913
3234	71425	16890
3235	71446	16868
3236	71466	16845
3237	71485	16822
3238	71506	16800
3239	71522	16776
3240	71541	16754
3241	71557	16730
3242	71573	16707
3243	71591	16684
3244	71607	16660
3245	71625	16637
3246	71643	16614
3247	71660	16591
3248	71677	16568
3249	71695	16545
3250	71711	16521
3251	71729	16498
3252	71746	16475
3253	71767	16453
3254	71788	16430
3255	71804	16407
3256	71824	16384
3257	71843	16362
3258	71861	16339
3259	71878	16316
3260	71897	16293
3261	71915	16270
3262	71932	16247
3263	71951	16224
3264	71967	16200
3265	71985	16178
3266	72003	16155
3267	72020	16131
3268	72038	16108
3269	72055	16085
3270	72072	16062
3271	72089	16039
3272	72109	16016
3273	72133	15995
3274	72160	15974
3275	72195	15955
3276	72229	15935
3277	72260	15915
3278	72298	15897
3279	72335	15878
3280	72373	15859
3281	72408	15840
3282	72442	15821
3283	72475	15801
3284	72504	15781
3285	72528	15759
3286	72548	15736
3287	72568	15714
3288	72589	15691
3289	72609	15669
3290	72628	15646
3291	72650	15624
3292	72668	15601
3293	72687	15578
3294	72707	15556
3295	72725	15533
3296	72745	15511
3297	72764	15488
3298	72781	15465
3299	72798	15442
3300	72817	15419
3301	72836	15396
3302	72855	15373
3303	72872	15350
3304	72890	15328
3305	72908	15304
3306	72923	15281
3307	72939	15258
3308	72957	15235
3309	72977	15212
3310	72992	15189
3311	73009	15166
3312	73025	15143
3313	73042	15119
3314	73060	15096
3315	73077	15073
3316	73095	15050
3317	73112	15027
3318	73134	15005
3319	73158	14984
3320	73184	14963
3321	73212	14942
3322	73244	14922
3323	73278	14902
3324	73309	14882
3325	73349	14863
3326	73386	14844
3327	73423	14825
3328	73458	14806
3329	73487	14785
3330	73526	14767
3331	73556	14746
3332	73579	14724
3333	73600	14702
3334	73618	14679
3335	73637	14656
3336	73656	14634
3337	73674	14611
3338	73692	14588
3339	73711	14565
3340	73730	14543
3341	73748	14520
3342	73764	14496
3343	73784	14474
3344	73800	14451
3345	73817	14428
3346	73833	14404
3347	73851	14382
3348	73869	14359
3349	73886	14336
3350	73904	14313
3351	73921	14290
3352	73939	14267
3353	73958	14244
3354	73974	14221
3355	73989	14198
3356	74006	14175
3357	74024	14152
3358	74043	14129
3359	74061	14106
3360	74077	14083
3361	74095	14060
3362	74113	14038
3363	74133	14015
3364	74153	13993
3365	74176	13971
3366	74203	13950
3367	74232	13929
3368	74262	13909
3369	74292	13888
3370	74326	13868
3371	74358	13848
3372	74390	13828
3373	74421	13807
3374	74448	13786
3375	74478	13766
3376	74509	13745
3377	74539	13725
3378	74563	13703
3379	74581	13680
3380	74598	13657
3381	74615	13634
3382	74633	13611
3383	74653	13589
3384	74670	13566
3385	74689	13543
3386	74706	13520
3387	74723	13497
3388	74742	13475
3389	74756	13451
3390	74775	13429
3391	74792	13406
3392	74809	13383
3393	74825	13360
3394	74845	13337
3395	74863	13314
3396	74882	13292
3397	74899	13269
3398	74916	13246
3399	74932	13223
3400	74948	13200
3401	74965	13177
3402	74983	13154
3403	74998	13131
3404	75017	13108
3405	75034	13085
3406	75051	13063
3407	75069	13040
3408	75086	13017
3409	75103	12994
3410	75121	12971
3411	75138	12948
3412	75156	12926
3413	75179	12904
3414	75209	12883
3415	75241	12863
3416	75276	12843
3417	75308	12823
3418	75342	12803
3419	75379	12783
3420	75414	12763
3421	75447	12743
3422	75480	12723
3423	75511	12702
3424	75545	12682
3425	75576	12662
3426	75603	12640
3427	75626	12619
3428	75648	12597
3429	75669	12574
3430	75686	12551
3431	75705	12529
3432	75725	12506
3433	75743	12484
3434	75760	12461
3435	75776	12438
3436	75793	12415
3437	75809	12392
3438	75828	12369
3439	75847	12347
3440	75864	12324
3441	75880	12301
3442	75898	12278
3443	75915	12255
3444	75932	12232
3445	75951	12210
3446	75967	12187
3447	75984	12164
3448	76003	12141
3449	76017	12118
3450	76035	12096
3451	76052	12073
3452	76069	12050
3453	76085	12027
3454	76101	12004
3455	76115	11981
3456	76134	11958
3457	76152	11935
3458	76167	11912
3459	76184	11890
3460	76205	11867
3461	76229	11846
3462	76249	11823
3463	76271	11801
3464	76294	11780
3465	76318	11758
3466	76339	11736
3467	76363	11714
3468	76391	11693
3469	76416	11671
3470	76442	11650
3471	76464	11628
3472	76486	11606
3473	76512	11584
3474	76534	11562
3475	76556	11540
3476	76577	11518
3477	76597	11496
3478	76621	11474
3479	76647	11453
3480	76674	11431
3481	76698	11410
3482	76722	11388
3483	76748	11366
3484	76772	11345
3485	76794	11323
3486	76814	11300
3487	76834	11278
3488	76850	11255
3489	76870	11233
3490	76885	11210
3491	76903	11187
3492	76920	11164
3493	76936	11141
3494	76953	11119
3495	76969	11096
3496	76985	11073
3497	77003	11050
3498	77019	11027
3499	77038	11005
3500	77054	10982
3501	77071	10959
3502	77089	10937
3503	77106	10914
3504	77123	10891
3505	77139	10869
3506	77155	10846
3507	77171	10823
3508	77187	10800
3509	77203	10777
3510	77224	10755
3511	77245	10733
3512	77263	10710
3513	77285	10688
3514	77307	10666
3515	77331	10645
3516	77351	10622
3517	77374	10601
3518	77401	10579
3519	77423	10557
3520	77447	10536
3521	77470	10514
3522	77491	10492
3523	77514	10470
3524	77537	10448
3525	77561	10426
3526	77584	10404
3527	77610	10383
3528	77633	10361
3529	77656	10339
3530	77679	10317
3531	77702	10295
3532	77723	10273
3533	77743	10251
3534	77764	10229
3535	77787	10207
3536	77810	10185
3537	77830	10163
3538	77848	10140
3539	77866	10118
3540	77885	10095
3541	77903	10073
3542	77922	10050
3543	77941	10028
3544	77959	10006
3545	77976	9983
3546	77992	9960
3547	78011	9938
3548	78029	9915
3549	78046	9893
3550	78063	9870
3551	78079	9847
3552	78096	9825
3553	78112	9802
3554	78128	9779
3555	78145	9757
3556	78163	9734
3557	78180	9712
3558	78200	9689
3559	78218	9667
3560	78235	9644
3561	78252	9622
3562	78271	9599
3563	78288	9577
3564	78306	9554
3565	78323	9532
3566	78342	9510
3567	78361	9487
3568	78380	9465
3569	78399	9443
3570	78415	9420
3571	78435	9398
3572	78456	9376
3573	78479	9354
3574	78505	9332
3575	78534	9311
3576	78562	9290
3577	78591	9269
3578	78616	9247
3579	78641	9226
3580	78667	9204
3581	78692	9182
3582	78717	9161
3583	78745	9140
3584	78776	9119
3585	78805	9098
3586	78829	9076
3587	78854	9054
3588	78875	9032
3589	78895	9010
3590	78913	8987
3591	78931	8965
3592	78951	8943
3593	78969	8920
3594	78986	8898
3595	79002	8875
3596	79018	8853
3597	79036	8830
3598	79054	8808
3599	79070	8785
3600	79088	8763
3601	79107	8740
3602	79127	8718
3603	79145	8696
3604	79164	8674
3605	79184	8651
3606	79201	8629
3607	79218	8606
3608	79236	8584
3609	79256	8562
3610	79281	8540
3611	79307	8519
3612	79337	8498
3613	79369	8477
3614	79406	8456
3615	79443	8436
3616	79478	8415
3617	79514	8395
3618	79551	8374
3619	79584	8354
3620	79620	8333
3621	79658	8313
3622	79684	8291
3623	79709	8270
3624	79730	8248
3625	79749	8225
3626	79769	8203
3627	79789	8181
3628	79807	8158
3629	79826	8136
3630	79843	8114
3631	79864	8091
3632	79883	8069
3633	79901	8047
3634	79918	8024
3635	79936	8002
3636	79955	7980
3637	79975	7957
3638	79994	7935
3639	80012	7913
3640	80029	7890
3641	80045	7868
3642	80061	7845
3643	80080	7823
3644	80098	7801
3645	80115	7778
3646	80131	7756
3647	80150	7733
3648	80167	7711
3649	80184	7688
3650	80205	7666
3651	80223	7644
3652	80238	7621
3653	80255	7599
3654	80273	7577
3655	80295	7555
3656	80318	7533
3657	80346	7511
3658	80375	7490
3659	80409	7469
3660	80449	7449
3661	80491	7429
3662	80529	7408
3663	80566	7388
3664	80603	7367
3665	80641	7347
3666	80677	7326
3667	80705	7304
3668	80727	7282
3669	80748	7260
3670	80766	7238
3671	80783	7215
3672	80800	7193
3673	80819	7171
3674	80837	7148
3675	80854	7126
3676	80871	7104
3677	80888	7081
3678	80905	7059
3679	80923	7036
3680	80941	7014
3681	80960	6992
3682	80979	6970
3683	80997	6947
3684	81015	6925
3685	81033	6903
3686	81051	6880
3687	81069	6858
3688	81086	6835
3689	81103	6813
3690	81119	6791
3691	81137	6768
3692	81155	6746
3693	81172	6724
3694	81192	6701
3695	81210	6679
3696	81226	6657
3697	81245	6634
3698	81263	6612
3699	81279	6590
3700	81298	6568
3701	81319	6545
3702	81344	6524
3703	81371	6502
3704	81398	6481
3705	81427	6459
3706	81450	6437
3707	81479	6416
3708	81505	6394
3709	81533	6373
3710	81558	6351
3711	81584	6329
3712	81612	6308
3713	81641	6286
3714	81666	6265
3715	81694	6243
3716	81717	6221
3717	81736	6199
3718	81752	6177
3719	81770	6154
3720	81788	6132
3721	81807	6110
3722	81826	6088
3723	81842	6065
3724	81858	6043
3725	81875	6020
3726	81893	5998
3727	81913	5976
3728	81932	5954
3729	81951	5932
3730	81967	5909
3731	81982	5887
3732	82000	5864
3733	82016	5842
3734	82032	5820
3735	82049	5797
3736	82067	5775
3737	82084	5753
3738	82103	5731
3739	82121	5709
3740	82144	5687
3741	82171	5665
3742	82203	5644
3743	82232	5622
3744	82264	5601
3745	82291	5579
3746	82320	5558
3747	82351	5536
3748	82381	5515
3749	82416	5494
3750	82450	5473
3751	82483	5452
3752	82512	5430
3753	82532	5408
3754	82555	5386
3755	82576	5364
3756	82594	5342
3757	82612	5319
3758	82632	5297
3759	82649	5275
3760	82669	5253
3761	82688	5231
3762	82704	5208
3763	82720	5186
3764	82739	5164
3765	82757	5142
3766	82776	5119
3767	82795	5097
3768	82813	5075
3769	82831	5053
3770	82849	5031
3771	82868	5009
3772	82888	4986
3773	82906	4964
3774	82922	4942
3775	82940	4920
3776	82956	4897
3777	82973	4875
3778	82989	4853
3779	83008	4831
3780	83025	4808
3781	83042	4786
3782	83061	4764
3783	83080	4742
3784	83098	4720
3785	83117	4698
3786	83137	4676
3787	83153	4653
3788	83172	4631
3789	83189	4609
3790	83208	4587
3791	83227	4565
3792	83246	4543
3793	83263	4520
3794	83279	4498
3795	83296	4476
3796	83314	4454
3797	83333	4432
3798	83361	4410
3799	83393	4389
3800	83427	4367
3801	83460	4346
3802	83497	4325
3803	83540	4304
3804	83584	4283
3805	83619	4262
3806	83658	4241
3807	83701	4220
3808	83741	4199
3809	83772	4177
3810	83794	4155
3811	83813	4133
3812	83832	4111
3813	83852	4089
3814	83868	4067
3815	83888	4044
3816	83905	4022
3817	83923	4000
3818	83940	3978
3819	83956	3956
3820	83973	3933
3821	83991	3911
3822	84008	3889
3823	84026	3867
3824	84043	3845
3825	84059	3822
3826	84077	3800
3827	84093	3778
3828	84110	3756
3829	84126	3734
3830	84143	3711
3831	84160	3689
3832	84179	3667
3833	84197	3645
3834	84215	3623
3835	84233	3601
3836	84251	3579
3837	84267	3556
3838	84282	3534
3839	84299	3512
3840	84316	3490
3841	84333	3468
3842	84352	3446
3843	84373	3424
3844	84399	3402
3845	84427	3380
3846	84458	3359
3847	84484	3337
3848	84515	3315
3849	84545	3293
3850	84575	3272
3851	84604	3250
3852	84630	3228
3853	84660	3207
3854	84689	3185
3855	84716	3163
3856	84745	3141
3857	84772	3120
3858	84796	3098
3859	84815	3076
3860	84832	3054
3861	84849	3031
3862	84866	3009
3863	84881	2987
3864	84898	2965
3865	84914	2943
3866	84930	2921
3867	84946	2898
3868	84963	2876
3869	84978	2854
3870	84994	2832
3871	85011	2810
3872	85029	2788
3873	85046	2766
3874	85063	2743
3875	85079	2721
3876	85097	2699
3877	85112	2677
3878	85130	2655
3879	85149	2633
3880	85169	2611
3881	85189	2589
3882	85211	2567
3883	85232	2545
3884	85257	2523
3885	85281	2501
3886	85302	2479
3887	85325	2457
3888	85348	2436
3889	85371	2414
3890	85393	2392
3891	85415	2370
3892	85437	2348
3893	85460	2326
3894	85483	2304
3895	85505	2282
3896	85529	2260
3897	85552	2238
3898	85573	2216
3899	85593	2194
3900	85613	2172
3901	85632	2150
3902	85650	2128
3903	85667	2106
3904	85683	2084
3905	85700	2062
3906	85717	2040
3907	85735	2018
3908	85752	1996
3909	85770	1974
3910	85788	1952
3911	85803	1930
3912	85822	1908
3913	85842	1886
3914	85857	1864
3915	85876	1842
3916	85893	1820
3917	85911	1798
3918	85929	1776
3919	85948	1754
3920	85966	1732
3921	85983	1710
3922	86004	1688
3923	86024	1666
3924	86047	1644
3925	86068	1622
3926	86090	1600
3927	86116	1578
3928	86139	1556
3929	86164	1534
3930	86192	1512
3931	86220	1491
3932	86243	1469
3933	86268	1447
3934	86294	1425
3935	86321	1403
3936	86345	1381
3937	86370	1359
3938	86393	1337
3939	86416	1315
3940	86438	1294
3941	86456	1272
3942	86477	1250
3943	86494	1228
3944	86510	1206
3945	86527	1184
3946	86545	1162
3947	86561	1140
3948	86577	1118
3949	86595	1096
3950	86612	1074
3951	86629	1052
3952	86648	1030
3953	86664	1008
3954	86681	986
3955	86698	964
3956	86715	942
3957	86733	920
3958	86749	898
3959	86766	876
3960	86785	854
3961	86805	832
3962	86828	810
3963	86854	788
3964	86882	766
3965	86913	745
3966	86943	723
3967	86977	701
3968	87008	679
3969	87041	657
3970	87078	635
3971	87116	614
3972	87156	592
3973	87190	570
3974	87222	548
3975	87247	526
3976	87271	504
3977	87289	482
3978	87308	460
3979	87324	438
3980	87340	416
3981	87358	394
3982	87376	372
3983	87393	350
3984	87411	329
3985	87430	307
3986	87447	285
3987	87464	263
3988	87483	241
3989	87501	219
3990	87518	197
3991	87538	175
3992	87555	153
3993	87573	131
3994	87591	109
3995	87609	87
3996	87629	65
3997	87649	43
3998	87667	21
3999	87683	0
