iter	Passed	Remaining
1667	36696	51304
1668	36731	51301
1669	36764	51294
1670	36787	51273
1671	36808	51250
1672	36830	51227
1673	36848	51200
1674	36867	51174
1675	36884	51144
1676	36902	51118
1677	36922	51092
1678	36940	51064
1679	36959	51039
1680	36977	51011
1681	36994	50983
1682	37013	50956
1683	37030	50928
1684	37047	50898
1685	37065	50872
1686	37083	50843
1687	37101	50816
1688	37121	50792
1689	37139	50764
1690	37156	50735
1691	37175	50709
1692	37192	50681
1693	37212	50656
1694	37230	50629
1695	37248	50601
1696	37266	50574
1697	37284	50546
1698	37300	50516
1699	37318	50490
1700	37335	50461
1701	37354	50435
1702	37373	50409
1703	37395	50387
1704	37416	50364
1705	37438	50342
1706	37459	50319
1707	37483	50299
1708	37506	50279
1709	37529	50258
1710	37551	50236
1711	37572	50213
1712	37597	50195
1713	37618	50173
1714	37641	50151
1715	37667	50136
1716	37691	50115
1717	37714	50095
1718	37737	50075
1719	37760	50054
1720	37784	50035
1721	37804	50010
1722	37827	49990
1723	37851	49971
1724	37877	49953
1725	37897	49930
1726	37919	49907
1727	37940	49885
1728	37961	49861
1729	37986	49843
1730	38008	49821
1731	38033	49803
1732	38054	49780
1733	38076	49758
1734	38096	49734
1735	38119	49713
1736	38140	49690
1737	38160	49665
1738	38180	49641
1739	38202	49619
1740	38221	49593
1741	38241	49568
1742	38258	49540
1743	38274	49511
1744	38292	49484
1745	38310	49456
1746	38328	49429
1747	38346	49402
1748	38363	49375
1749	38381	49347
1750	38400	49322
1751	38415	49291
1752	38434	49265
1753	38453	49240
1754	38472	49214
1755	38490	49187
1756	38507	49159
1757	38525	49131
1758	38541	49103
1759	38555	49070
1760	38573	49043
1761	38593	49019
1762	38617	49000
1763	38645	48985
1764	38677	48977
1765	38716	48976
1766	38752	48971
1767	38789	48969
1768	38822	48961
1769	38851	48948
1770	38883	48939
1771	38913	48927
1772	38946	48919
1773	38979	48910
1774	39008	48898
1775	39028	48873
1776	39046	48846
1777	39064	48820
1778	39082	48793
1779	39100	48765
1780	39120	48740
1781	39137	48712
1782	39153	48684
1783	39174	48660
1784	39190	48631
1785	39209	48605
1786	39227	48579
1787	39246	48552
1788	39262	48524
1789	39280	48496
1790	39296	48467
1791	39315	48442
1792	39333	48415
1793	39350	48387
1794	39371	48363
1795	39390	48338
1796	39406	48309
1797	39424	48283
1798	39444	48258
1799	39463	48232
1800	39479	48203
1801	39497	48177
1802	39515	48150
1803	39533	48123
1804	39551	48097
1805	39570	48071
1806	39588	48045
1807	39609	48022
1808	39636	48006
1809	39667	47995
1810	39698	47984
1811	39727	47971
1812	39757	47959
1813	39798	47959
1814	39832	47953
1815	39865	47944
1816	39899	47936
1817	39938	47934
1818	39978	47934
1819	40008	47922
1820	40041	47914
1821	40063	47891
1822	40087	47871
1823	40105	47844
1824	40124	47819
1825	40144	47795
1826	40163	47769
1827	40183	47744
1828	40201	47718
1829	40219	47691
1830	40235	47662
1831	40254	47637
1832	40272	47610
1833	40290	47584
1834	40306	47555
1835	40324	47528
1836	40343	47502
1837	40359	47474
1838	40376	47446
1839	40393	47418
1840	40409	47389
1841	40425	47360
1842	40440	47330
1843	40457	47303
1844	40473	47274
1845	40490	47246
1846	40510	47221
1847	40527	47193
1848	40543	47164
1849	40561	47138
1850	40578	47111
1851	40593	47081
1852	40610	47053
1853	40630	47029
1854	40650	47005
1855	40674	46985
1856	40703	46971
1857	40734	46960
1858	40767	46952
1859	40805	46948
1860	40839	46939
1861	40869	46927
1862	40900	46915
1863	40935	46908
1864	40966	46897
1865	41007	46896
1866	41045	46893
1867	41069	46873
1868	41086	46846
1869	41105	46821
1870	41122	46792
1871	41139	46765
1872	41154	46735
1873	41169	46705
1874	41185	46677
1875	41203	46649
1876	41220	46622
1877	41237	46595
1878	41254	46567
1879	41270	46539
1880	41284	46508
1881	41300	46479
1882	41316	46451
1883	41333	46423
1884	41350	46396
1885	41369	46370
1886	41388	46345
1887	41403	46315
1888	41419	46286
1889	41436	46259
1890	41453	46232
1891	41471	46205
1892	41487	46177
1893	41503	46149
1894	41519	46120
1895	41535	46092
1896	41551	46063
1897	41568	46035
1898	41585	46009
1899	41604	45984
1900	41619	45954
1901	41637	45928
1902	41652	45898
1903	41670	45872
1904	41691	45850
1905	41712	45827
1906	41735	45806
1907	41759	45786
1908	41783	45766
1909	41807	45747
1910	41827	45723
1911	41853	45705
1912	41879	45688
1913	41907	45673
1914	41931	45654
1915	41958	45637
1916	41983	45619
1917	42010	45602
1918	42037	45586
1919	42061	45567
1920	42089	45551
1921	42115	45533
1922	42139	45514
1923	42164	45495
1924	42188	45475
1925	42213	45457
1926	42239	45439
1927	42264	45421
1928	42283	45395
1929	42299	45368
1930	42318	45342
1931	42337	45317
1932	42353	45289
1933	42368	45260
1934	42384	45232
1935	42402	45205
1936	42419	45178
1937	42437	45152
1938	42455	45126
1939	42473	45100
1940	42491	45074
1941	42508	45047
1942	42523	45018
1943	42539	44990
1944	42554	44961
1945	42569	44931
1946	42585	44904
1947	42602	44876
1948	42617	44848
1949	42634	44821
1950	42650	44793
1951	42669	44767
1952	42686	44741
1953	42707	44718
1954	42733	44700
1955	42759	44683
1956	42786	44666
1957	42813	44650
1958	42845	44638
1959	42876	44626
1960	42907	44614
1961	42940	44604
1962	42975	44596
1963	43003	44580
1964	43034	44567
1965	43069	44558
1966	43096	44542
1967	43117	44519
1968	43134	44493
1969	43155	44469
1970	43173	44443
1971	43189	44415
1972	43207	44390
1973	43225	44364
1974	43243	44338
1975	43261	44312
1976	43278	44285
1977	43297	44260
1978	43316	44235
1979	43333	44209
1980	43351	44183
1981	43369	44157
1982	43387	44130
1983	43404	44104
1984	43420	44077
1985	43436	44049
1986	43454	44022
1987	43473	43998
1988	43493	43974
1989	43511	43948
1990	43528	43921
1991	43545	43894
1992	43562	43868
1993	43579	43841
1994	43594	43813
1995	43612	43787
1996	43630	43761
1997	43649	43736
1998	43666	43710
1999	43686	43686
2000	43704	43660
2001	43723	43636
2002	43743	43612
2003	43760	43585
2004	43778	43560
2005	43796	43534
2006	43812	43507
2007	43831	43482
2008	43850	43457
2009	43866	43430
2010	43883	43403
2011	43905	43381
2012	43938	43370
2013	43983	43371
2014	44041	43385
2015	44097	43397
2016	44155	43410
2017	44217	43428
2018	44272	43438
2019	44320	43443
2020	44351	43430
2021	44374	43408
2022	44393	43383
2023	44413	43360
2024	44435	43338
2025	44455	43314
2026	44474	43289
2027	44495	43266
2028	44515	43243
2029	44531	43215
2030	44547	43187
2031	44562	43158
2032	44580	43132
2033	44598	43107
2034	44619	43084
2035	44635	43057
2036	44653	43031
2037	44671	43005
2038	44687	42977
2039	44704	42951
2040	44723	42927
2041	44740	42900
2042	44759	42875
2043	44776	42848
2044	44794	42823
2045	44812	42797
2046	44831	42773
2047	44847	42745
2048	44866	42720
2049	44884	42694
2050	44901	42668
2051	44922	42645
2052	44947	42626
2053	44973	42608
2054	44999	42590
2055	45025	42572
2056	45061	42563
2057	45094	42552
2058	45129	42543
2059	45167	42536
2060	45203	42528
2061	45236	42516
2062	45265	42500
2063	45297	42488
2064	45327	42473
2065	45349	42452
2066	45371	42430
2067	45392	42407
2068	45409	42380
2069	45428	42355
2070	45447	42331
2071	45464	42304
2072	45484	42281
2073	45502	42255
2074	45520	42230
2075	45540	42206
2076	45556	42178
2077	45573	42152
2078	45591	42126
2079	45608	42100
2080	45624	42072
2081	45641	42046
2082	45660	42022
2083	45679	41997
2084	45697	41971
2085	45714	41945
2086	45733	41920
2087	45752	41895
2088	45770	41870
2089	45788	41844
2090	45804	41818
2091	45820	41790
2092	45838	41765
2093	45856	41739
2094	45873	41712
2095	45892	41688
2096	45910	41662
2097	45927	41636
2098	45943	41609
2099	45961	41584
2100	45981	41560
2101	46005	41540
2102	46032	41523
2103	46062	41508
2104	46091	41493
2105	46123	41480
2106	46157	41469
2107	46190	41457
2108	46227	41449
2109	46258	41434
2110	46289	41421
2111	46321	41408
2112	46356	41398
2113	46386	41383
2114	46420	41372
2115	46454	41361
2116	46485	41347
2117	46513	41330
2118	46543	41315
2119	46567	41295
2120	46588	41272
2121	46607	41248
2122	46628	41225
2123	46648	41201
2124	46668	41177
2125	46686	41152
2126	46707	41129
2127	46725	41104
2128	46743	41078
2129	46758	41051
2130	46778	41027
2131	46796	41001
2132	46812	40974
2133	46828	40947
2134	46847	40922
2135	46863	40895
2136	46880	40870
2137	46899	40845
2138	46917	40819
2139	46935	40794
2140	46956	40771
2141	46975	40747
2142	46999	40727
2143	47030	40712
2144	47059	40697
2145	47094	40686
2146	47125	40672
2147	47155	40657
2148	47183	40640
2149	47213	40625
2150	47244	40611
2151	47280	40601
2152	47314	40589
2153	47348	40578
2154	47374	40559
2155	47397	40538
2156	47415	40513
2157	47434	40488
2158	47454	40464
2159	47475	40441
2160	47492	40415
2161	47512	40392
2162	47532	40368
2163	47550	40343
2164	47569	40318
2165	47587	40293
2166	47606	40268
2167	47620	40240
2168	47640	40216
2169	47657	40190
2170	47676	40165
2171	47697	40142
2172	47713	40116
2173	47731	40091
2174	47751	40067
2175	47772	40044
2176	47790	40019
2177	47809	39994
2178	47828	39970
2179	47846	39945
2180	47865	39920
2181	47883	39895
2182	47900	39869
2183	47918	39844
2184	47936	39819
2185	47953	39793
2186	47971	39768
2187	47992	39745
2188	48021	39729
2189	48060	39721
2190	48106	39718
2191	48152	39716
2192	48211	39725
2193	48265	39729
2194	48320	39735
2195	48383	39746
2196	48430	39745
2197	48461	39730
2198	48483	39708
2199	48502	39683
2200	48520	39658
2201	48538	39633
2202	48558	39609
2203	48578	39585
2204	48598	39562
2205	48618	39538
2206	48635	39511
2207	48652	39485
2208	48669	39459
2209	48684	39432
2210	48702	39406
2211	48721	39382
2212	48738	39356
2213	48756	39330
2214	48774	39305
2215	48793	39281
2216	48812	39256
2217	48829	39230
2218	48846	39204
2219	48865	39180
2220	48883	39155
2221	48899	39128
2222	48914	39101
2223	48932	39075
2224	48950	39050
2225	48968	39024
2226	48986	38999
2227	49006	38976
2228	49027	38953
2229	49048	38931
2230	49071	38909
2231	49094	38888
2232	49116	38866
2233	49138	38844
2234	49161	38823
2235	49185	38803
2236	49209	38782
2237	49233	38762
2238	49257	38741
2239	49282	38721
2240	49307	38701
2241	49330	38680
2242	49350	38657
2243	49374	38637
2244	49397	38615
2245	49418	38593
2246	49440	38570
2247	49463	38549
2248	49487	38529
2249	49508	38506
2250	49533	38486
2251	49555	38464
2252	49577	38442
2253	49599	38420
2254	49623	38400
2255	49644	38377
2256	49665	38354
2257	49687	38332
2258	49708	38309
2259	49732	38289
2260	49754	38267
2261	49775	38244
2262	49797	38222
2263	49819	38201
2264	49839	38177
2265	49861	38155
2266	49883	38133
2267	49906	38111
2268	49929	38090
2269	49950	38068
2270	49972	38045
2271	49994	38023
2272	50018	38003
2273	50039	37980
2274	50059	37957
2275	50079	37933
2276	50098	37909
2277	50116	37884
2278	50135	37860
2279	50150	37832
2280	50167	37807
2281	50184	37781
2282	50201	37755
2283	50219	37730
2284	50236	37704
2285	50253	37679
2286	50271	37654
2287	50289	37629
2288	50308	37605
2289	50328	37581
2290	50345	37556
2291	50362	37530
2292	50379	37504
2293	50397	37479
2294	50416	37455
2295	50434	37430
2296	50455	37407
2297	50478	37386
2298	50504	37367
2299	50530	37348
2300	50555	37328
2301	50578	37307
2302	50604	37288
2303	50630	37269
2304	50658	37252
2305	50683	37232
2306	50707	37211
2307	50734	37193
2308	50761	37174
2309	50785	37154
2310	50810	37134
2311	50835	37115
2312	50859	37095
2313	50885	37075
2314	50911	37056
2315	50936	37037
2316	50962	37017
2317	50985	36996
2318	51010	36976
2319	51032	36954
2320	51058	36935
2321	51085	36917
2322	51108	36896
2323	51135	36877
2324	51163	36859
2325	51188	36839
2326	51212	36819
2327	51236	36798
2328	51259	36777
2329	51280	36754
2330	51300	36731
2331	51320	36707
2332	51339	36683
2333	51358	36659
2334	51374	36633
2335	51390	36607
2336	51408	36581
2337	51425	36556
2338	51442	36531
2339	51459	36505
2340	51479	36481
2341	51495	36455
2342	51511	36429
2343	51529	36404
2344	51546	36379
2345	51564	36354
2346	51580	36328
2347	51597	36302
2348	51613	36276
2349	51630	36251
2350	51647	36225
2351	51668	36202
2352	51690	36181
2353	51715	36161
2354	51743	36143
2355	51771	36125
2356	51800	36108
2357	51827	36090
2358	51854	36071
2359	51883	36054
2360	51913	36038
2361	51947	36024
2362	51977	36008
2363	52008	35992
2364	52036	35974
2365	52066	35957
2366	52092	35939
2367	52124	35923
2368	52150	35904
2369	52179	35887
2370	52207	35869
2371	52236	35851
2372	52263	35833
2373	52288	35813
2374	52310	35791
2375	52328	35766
2376	52348	35743
2377	52369	35720
2378	52387	35695
2379	52405	35670
2380	52423	35646
2381	52442	35622
2382	52457	35595
2383	52474	35569
2384	52492	35545
2385	52509	35519
2386	52524	35493
2387	52539	35466
2388	52557	35441
2389	52575	35417
2390	52592	35391
2391	52608	35365
2392	52624	35339
2393	52644	35316
2394	52662	35291
2395	52681	35267
2396	52700	35243
2397	52717	35218
2398	52738	35195
2399	52758	35172
2400	52776	35147
2401	52792	35121
2402	52811	35098
2403	52830	35074
2404	52848	35049
2405	52867	35024
2406	52886	35001
2407	52907	34978
2408	52929	34956
2409	52956	34937
2410	52982	34918
2411	53016	34904
2412	53044	34886
2413	53083	34875
2414	53117	34861
2415	53154	34849
2416	53191	34837
2417	53224	34822
2418	53253	34805
2419	53287	34790
2420	53317	34774
2421	53351	34759
2422	53386	34746
2423	53419	34731
2424	53449	34714
2425	53480	34698
2426	53508	34680
2427	53532	34659
2428	53554	34637
2429	53575	34614
2430	53596	34591
2431	53611	34565
2432	53630	34541
2433	53649	34517
2434	53666	34492
2435	53684	34467
2436	53705	34444
2437	53722	34419
2438	53742	34396
2439	53762	34372
2440	53779	34347
2441	53798	34323
2442	53814	34297
2443	53832	34273
2444	53850	34248
2445	53866	34222
2446	53884	34198
2447	53901	34172
2448	53920	34148
2449	53937	34123
2450	53954	34098
2451	53974	34074
2452	53991	34049
2453	54007	34024
2454	54024	33998
2455	54041	33973
2456	54056	33947
2457	54072	33921
2458	54091	33897
2459	54109	33873
2460	54131	33851
2461	54159	33833
2462	54190	33816
2463	54218	33798
2464	54247	33781
2465	54278	33764
2466	54313	33750
2467	54348	33736
2468	54383	33722
2469	54413	33705
2470	54443	33688
2471	54475	33672
2472	54502	33653
2473	54529	33634
2474	54562	33619
2475	54590	33601
2476	54617	33582
2477	54648	33565
2478	54676	33547
2479	54704	33528
2480	54730	33509
2481	54754	33487
2482	54773	33463
2483	54793	33440
2484	54812	33416
2485	54829	33391
2486	54847	33367
2487	54868	33344
2488	54886	33319
2489	54902	33294
2490	54921	33270
2491	54940	33246
2492	54957	33221
2493	54976	33197
2494	54993	33172
2495	55012	33148
2496	55033	33125
2497	55049	33100
2498	55067	33075
2499	55083	33050
2500	55104	33027
2501	55124	33004
2502	55141	32978
2503	55160	32955
2504	55176	32929
2505	55193	32904
2506	55211	32880
2507	55229	32855
2508	55248	32832
2509	55265	32807
2510	55282	32781
2511	55301	32758
2512	55318	32733
2513	55336	32708
2514	55360	32688
2515	55394	32672
2516	55432	32660
2517	55469	32647
2518	55511	32637
2519	55563	32632
2520	55608	32624
2521	55651	32614
2522	55689	32601
2523	55737	32594
2524	55768	32577
2525	55793	32557
2526	55813	32533
2527	55833	32510
2528	55853	32487
2529	55871	32462
2530	55890	32439
2531	55908	32414
2532	55927	32390
2533	55949	32368
2534	55967	32344
2535	55985	32319
2536	56003	32295
2537	56022	32271
2538	56039	32246
2539	56057	32222
2540	56073	32196
2541	56089	32171
2542	56108	32147
2543	56126	32122
2544	56145	32098
2545	56162	32073
2546	56180	32049
2547	56197	32024
2548	56215	32000
2549	56232	31975
2550	56248	31949
2551	56265	31924
2552	56282	31900
2553	56300	31875
2554	56320	31852
2555	56335	31826
2556	56353	31802
2557	56372	31778
2558	56392	31755
2559	56415	31733
2560	56441	31714
2561	56468	31694
2562	56495	31675
2563	56519	31654
2564	56549	31636
2565	56580	31619
2566	56611	31602
2567	56640	31584
2568	56667	31565
2569	56696	31547
2570	56726	31529
2571	56754	31510
2572	56785	31493
2573	56815	31475
2574	56844	31457
2575	56874	31440
2576	56904	31422
2577	56933	31403
2578	56963	31386
2579	56989	31366
2580	57011	31344
2581	57033	31322
2582	57054	31299
2583	57071	31274
2584	57087	31249
2585	57104	31223
2586	57119	31197
2587	57135	31172
2588	57151	31147
2589	57168	31122
2590	57186	31098
2591	57202	31072
2592	57220	31048
2593	57237	31023
2594	57253	30998
2595	57270	30973
2596	57288	30949
2597	57306	30925
2598	57322	30899
2599	57342	30876
2600	57359	30852
2601	57378	30828
2602	57397	30804
2603	57420	30782
2604	57445	30762
2605	57471	30742
2606	57496	30721
2607	57523	30702
2608	57548	30682
2609	57576	30663
2610	57601	30642
2611	57625	30621
2612	57651	30601
2613	57679	30583
2614	57702	30561
2615	57729	30542
2616	57755	30521
2617	57780	30501
2618	57805	30481
2619	57826	30458
2620	57848	30435
2621	57866	30412
2622	57883	30387
2623	57902	30363
2624	57923	30341
2625	57943	30317
2626	57963	30294
2627	57981	30270
2628	57997	30245
2629	58017	30221
2630	58033	30196
2631	58050	30172
2632	58067	30147
2633	58086	30123
2634	58105	30099
2635	58125	30077
2636	58145	30054
2637	58163	30029
2638	58181	30005
2639	58203	29983
2640	58231	29964
2641	58261	29946
2642	58298	29932
2643	58333	29917
2644	58376	29905
2645	58422	29895
2646	58465	29884
2647	58509	29873
2648	58546	29859
2649	58589	29847
2650	58625	29832
2651	58649	29811
2652	58672	29789
2653	58690	29765
2654	58710	29742
2655	58730	29718
2656	58749	29695
2657	58768	29671
2658	58786	29647
2659	58802	29622
2660	58819	29597
2661	58835	29572
2662	58854	29548
2663	58872	29524
2664	58890	29500
2665	58907	29475
2666	58924	29451
2667	58942	29427
2668	58958	29402
2669	58976	29377
2670	58993	29353
2671	59013	29330
2672	59031	29306
2673	59050	29282
2674	59068	29258
2675	59087	29234
2676	59106	29210
2677	59123	29186
2678	59138	29161
2679	59155	29136
2680	59172	29111
2681	59191	29087
2682	59207	29062
2683	59227	29040
2684	59250	29018
2685	59272	28996
2686	59297	28975
2687	59318	28953
2688	59342	28932
2689	59367	28911
2690	59391	28889
2691	59414	28868
2692	59436	28846
2693	59462	28826
2694	59489	28806
2695	59513	28785
2696	59538	28764
2697	59563	28744
2698	59590	28724
2699	59615	28703
2700	59637	28681
2701	59660	28660
2702	59683	28638
2703	59710	28618
2704	59734	28597
2705	59759	28576
2706	59784	28556
2707	59809	28535
2708	59834	28514
2709	59854	28491
2710	59874	28468
2711	59896	28446
2712	59915	28422
2713	59934	28399
2714	59951	28374
2715	59968	28350
2716	59984	28325
2717	60000	28300
2718	60017	28276
2719	60033	28251
2720	60053	28228
2721	60074	28205
2722	60093	28181
2723	60111	28157
2724	60128	28133
2725	60147	28109
2726	60166	28086
2727	60184	28062
2728	60203	28039
2729	60219	28014
2730	60239	27991
2731	60262	27969
2732	60290	27950
2733	60327	27935
2734	60364	27919
2735	60402	27905
2736	60445	27892
2737	60494	27883
2738	60544	27873
2739	60588	27862
2740	60634	27850
2741	60669	27834
2742	60696	27814
2743	60717	27791
2744	60733	27767
2745	60753	27744
2746	60774	27721
2747	60791	27696
2748	60809	27672
2749	60826	27648
2750	60844	27624
2751	60862	27600
2752	60879	27575
2753	60897	27551
2754	60914	27527
2755	60932	27503
2756	60950	27479
2757	60967	27455
2758	60984	27430
2759	61003	27407
2760	61022	27383
2761	61041	27360
2762	61056	27335
2763	61073	27310
2764	61089	27285
2765	61108	27262
2766	61125	27238
2767	61144	27214
2768	61163	27191
2769	61182	27167
2770	61201	27144
2771	61216	27118
2772	61235	27095
2773	61252	27071
2774	61270	27047
2775	61288	27023
2776	61306	26999
2777	61327	26977
2778	61346	26953
2779	61364	26929
2780	61383	26906
2781	61401	26882
2782	61418	26858
2783	61434	26833
2784	61454	26810
2785	61475	26788
2786	61507	26770
2787	61549	26756
2788	61591	26743
2789	61635	26730
2790	61694	26724
2791	61747	26715
2792	61805	26709
2793	61859	26701
2794	61900	26687
2795	61933	26669
2796	61958	26648
2797	61981	26626
2798	61999	26602
2799	62015	26578
2800	62037	26555
2801	62057	26532
2802	62078	26510
2803	62094	26485
2804	62114	26462
2805	62129	26437
2806	62146	26412
2807	62162	26388
2808	62180	26364
2809	62197	26340
2810	62216	26316
2811	62234	26292
2812	62250	26267
2813	62266	26243
2814	62282	26218
2815	62299	26194
2816	62317	26170
2817	62335	26146
2818	62352	26121
2819	62367	26096
2820	62385	26073
2821	62403	26049
2822	62421	26025
2823	62440	26002
2824	62459	25978
2825	62477	25954
2826	62497	25932
2827	62517	25909
2828	62540	25887
2829	62563	25865
2830	62589	25844
2831	62615	25824
2832	62643	25804
2833	62670	25784
2834	62697	25764
2835	62720	25742
2836	62744	25721
2837	62767	25699
2838	62789	25677
2839	62814	25656
2840	62840	25636
2841	62869	25616
2842	62896	25596
2843	62926	25577
2844	62956	25558
2845	62983	25538
2846	63008	25517
2847	63033	25496
2848	63061	25477
2849	63088	25456
2850	63111	25434
2851	63131	25411
2852	63149	25388
2853	63167	25364
2854	63184	25340
2855	63202	25316
2856	63220	25292
2857	63237	25268
2858	63253	25243
2859	63269	25219
2860	63284	25194
2861	63300	25169
2862	63313	25144
2863	63333	25121
2864	63350	25096
2865	63367	25072
2866	63382	25048
2867	63400	25023
2868	63415	24999
2869	63431	24974
2870	63449	24951
2871	63467	24927
2872	63484	24903
2873	63501	24879
2874	63519	24855
2875	63542	24833
2876	63570	24813
2877	63599	24794
2878	63633	24777
2879	63672	24761
2880	63706	24744
2881	63746	24729
2882	63782	24711
2883	63818	24695
2884	63857	24679
2885	63890	24661
2886	63921	24642
2887	63948	24622
2888	63969	24600
2889	63990	24577
2890	64010	24554
2891	64030	24531
2892	64049	24508
2893	64066	24484
2894	64083	24460
2895	64099	24435
2896	64117	24412
2897	64134	24387
2898	64151	24363
2899	64168	24339
2900	64185	24315
2901	64202	24291
2902	64220	24267
2903	64239	24244
2904	64256	24220
2905	64277	24197
2906	64294	24173
2907	64312	24150
2908	64331	24127
2909	64349	24103
2910	64365	24079
2911	64385	24056
2912	64403	24032
2913	64422	24009
2914	64440	23985
2915	64459	23962
2916	64477	23938
2917	64494	23914
2918	64511	23890
2919	64527	23866
2920	64547	23843
2921	64570	23821
2922	64599	23802
2923	64628	23782
2924	64658	23763
2925	64691	23745
2926	64726	23727
2927	64755	23708
2928	64793	23692
2929	64829	23674
2930	64865	23657
2931	64900	23640
2932	64938	23623
2933	64962	23602
2934	64985	23580
2935	65002	23556
2936	65020	23533
2937	65040	23510
2938	65058	23486
2939	65074	23462
2940	65093	23439
2941	65110	23415
2942	65129	23391
2943	65147	23368
2944	65166	23344
2945	65184	23321
2946	65204	23298
2947	65222	23274
2948	65238	23250
2949	65255	23226
2950	65272	23202
2951	65289	23178
2952	65306	23154
2953	65322	23130
2954	65339	23106
2955	65358	23083
2956	65375	23059
2957	65393	23035
2958	65411	23012
2959	65429	22988
2960	65447	22965
2961	65462	22940
2962	65479	22916
2963	65499	22893
2964	65517	22870
2965	65535	22846
2966	65555	22823
2967	65580	22802
2968	65603	22781
2969	65629	22760
2970	65655	22739
2971	65682	22719
2972	65708	22698
2973	65734	22677
2974	65761	22657
2975	65791	22637
2976	65820	22618
2977	65847	22597
2978	65875	22577
2979	65903	22557
2980	65930	22537
2981	65958	22516
2982	65979	22494
2983	66000	22472
2984	66018	22448
2985	66037	22425
2986	66054	22401
2987	66073	22378
2988	66089	22354
2989	66107	22330
2990	66125	22307
2991	66145	22284
2992	66165	22261
2993	66182	22237
2994	66199	22213
2995	66215	22189
2996	66236	22167
2997	66253	22143
2998	66270	22119
2999	66287	22095
3000	66306	22072
3001	66325	22049
3002	66342	22025
3003	66360	22002
3004	66378	21978
3005	66395	21955
3006	66412	21931
3007	66431	21908
3008	66447	21884
3009	66465	21860
3010	66484	21837
3011	66503	21814
3012	66521	21791
3013	66540	21767
3014	66559	21744
3015	66578	21721
3016	66600	21699
3017	66622	21677
3018	66646	21656
3019	66674	21636
3020	66704	21616
3021	66734	21597
3022	66764	21577
3023	66790	21556
3024	66819	21536
3025	66846	21516
3026	66878	21497
3027	66906	21477
3028	66935	21457
3029	66960	21436
3030	66987	21415
3031	67007	21393
3032	67025	21369
3033	67047	21347
3034	67065	21324
3035	67083	21300
3036	67102	21277
3037	67120	21254
3038	67139	21231
3039	67156	21207
3040	67173	21183
3041	67191	21160
3042	67210	21137
3043	67226	21113
3044	67241	21088
3045	67258	21065
3046	67274	21041
3047	67291	21017
3048	67310	20994
3049	67327	20970
3050	67343	20946
3051	67361	20923
3052	67377	20899
3053	67392	20875
3054	67408	20851
3055	67427	20828
3056	67444	20804
3057	67461	20781
3058	67480	20758
3059	67497	20734
3060	67514	20710
3061	67530	20687
3062	67548	20663
3063	67565	20640
3064	67582	20616
3065	67604	20594
3066	67626	20572
3067	67651	20551
3068	67677	20530
3069	67703	20509
3070	67726	20487
3071	67754	20467
3072	67780	20446
3073	67806	20425
3074	67831	20404
3075	67856	20383
3076	67881	20362
3077	67905	20340
3078	67931	20319
3079	67961	20300
3080	67988	20279
3081	68013	20258
3082	68033	20235
3083	68054	20213
3084	68072	20189
3085	68090	20166
3086	68107	20143
3087	68124	20119
3088	68140	20095
3089	68161	20073
3090	68182	20050
3091	68201	20028
3092	68219	20004
3093	68239	19982
3094	68256	19958
3095	68275	19935
3096	68291	19912
3097	68310	19888
3098	68326	19865
3099	68343	19841
3100	68363	19818
3101	68380	19795
3102	68396	19771
3103	68416	19748
3104	68437	19726
3105	68459	19704
3106	68481	19682
3107	68508	19662
3108	68534	19641
3109	68560	19620
3110	68588	19599
3111	68615	19579
3112	68640	19557
3113	68668	19537
3114	68700	19518
3115	68729	19498
3116	68759	19478
3117	68786	19457
3118	68816	19438
3119	68841	19416
3120	68863	19394
3121	68886	19372
3122	68904	19349
3123	68923	19326
3124	68940	19303
3125	68956	19279
3126	68975	19256
3127	68993	19233
3128	69008	19209
3129	69025	19186
3130	69042	19162
3131	69059	19139
3132	69076	19115
3133	69092	19091
3134	69108	19068
3135	69123	19044
3136	69139	19020
3137	69156	18996
3138	69172	18973
3139	69189	18949
3140	69208	18927
3141	69225	18903
3142	69242	18880
3143	69259	18857
3144	69277	18833
3145	69296	18810
3146	69313	18787
3147	69331	18764
3148	69347	18740
3149	69366	18717
3150	69385	18695
3151	69405	18672
3152	69424	18649
3153	69443	18626
3154	69462	18603
3155	69479	18580
3156	69497	18557
3157	69516	18534
3158	69533	18511
3159	69553	18488
3160	69569	18465
3161	69588	18442
3162	69606	18419
3163	69623	18396
3164	69639	18372
3165	69662	18350
3166	69688	18329
3167	69719	18310
3168	69758	18292
3169	69797	18275
3170	69836	18257
3171	69876	18240
3172	69910	18221
3173	69946	18202
3174	69979	18183
3175	70016	18165
3176	70049	18146
3177	70074	18124
3178	70095	18102
3179	70115	18080
3180	70137	18058
3181	70156	18035
3182	70174	18012
3183	70192	17988
3184	70210	17965
3185	70230	17943
3186	70249	17920
3187	70266	17897
3188	70284	17874
3189	70302	17851
3190	70322	17828
3191	70340	17805
3192	70358	17782
3193	70374	17758
3194	70392	17735
3195	70409	17712
3196	70429	17689
3197	70451	17667
3198	70469	17644
3199	70486	17621
3200	70505	17598
3201	70522	17575
3202	70539	17552
3203	70557	17529
3204	70577	17506
3205	70595	17483
3206	70615	17461
3207	70632	17438
3208	70652	17415
3209	70671	17392
3210	70689	17369
3211	70707	17346
3212	70722	17322
3213	70740	17299
3214	70759	17277
3215	70775	17253
3216	70794	17230
3217	70813	17208
3218	70831	17185
3219	70851	17162
3220	70878	17142
