Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00-05:00,8.265520518357727,8.441383144597902,8.148279265681607,8.206899642944336,10635087,0.0,0.0
2000-01-04 00:00:00-05:00,8.075002066817573,8.14827802539296,7.913795057581838,7.972415924072266,10734887,0.0,0.0
2000-01-05 00:00:00-05:00,7.869832091683918,8.045694255764555,7.869832091683918,7.957763671875,11722632,0.0,0.0
2000-01-06 00:00:00-05:00,7.972414404801258,8.265517685096706,7.928448638774171,8.236207008361816,17479583,0.0,0.0
2000-01-07 00:00:00-05:00,8.089654774544696,8.500000246149764,8.089654774544696,8.324137687683105,15756040,0.0,0.0
2000-01-10 00:00:00-05:00,8.441375895318082,8.456030478898047,8.177582431573548,8.26551342010498,10442172,0.0,0.0
2000-01-11 00:00:00-05:00,8.060347183451876,8.250864381790892,8.060347183451876,8.14827823638916,9533285,0.0,0.0
2000-01-12 00:00:00-05:00,8.203057999618915,8.247239387105216,8.01160431931312,8.026330947875977,8330124,0.076313,0.0
2000-01-13 00:00:00-05:00,8.026337272437186,8.099973977470134,7.937973927237143,7.952701568603516,10615929,0.0,0.0
2000-01-14 00:00:00-05:00,8.129422187805176,8.158876949754724,8.01160514240416,8.129422187805176,11217621,0.0,0.0
2000-01-18 00:00:00-05:00,7.967428709370249,8.129427758403962,7.805429159736897,7.952701568603516,11348831,0.0,0.0
2000-01-19 00:00:00-05:00,7.74651567692006,7.879060869406965,7.74651567692006,7.7906975746154785,16849822,0.0,0.0
2000-01-20 00:00:00-05:00,7.7023365699964375,7.746517980229173,7.466701380889509,7.5550642013549805,15429241,0.0,0.0
2000-01-21 00:00:00-05:00,7.422519816603909,7.4519740914675765,7.245793166222852,7.348883628845215,18903505,0.0,0.0
2000-01-24 00:00:00-05:00,7.216336476776284,7.275245511478746,7.069064140319823,7.069064140319824,20606554,0.0,0.0
2000-01-25 00:00:00-05:00,7.069067146285111,7.201612405577759,6.9217952478039075,6.980704307556152,22725507,0.0,0.0
2000-01-26 00:00:00-05:00,7.02488522381698,7.069066640017304,6.936522391416334,6.995430946350098,14037397,0.0,0.0
2000-01-27 00:00:00-05:00,7.010154414933107,7.348880430861295,6.9807001528869375,7.26051664352417,16105783,0.0,0.0
