Date,Open,High,Low,Close,Volume,Moving_Average_20,Daily_Return
2000-01-03 00:00:00-05:00,0.1611481308937072,0.1611481308937072,0.1611481308937072,0.1611481308937072,0,0.1611481308937072,
2000-01-04 00:00:00-05:00,0.1611481308937072,0.1611481308937072,0.1611481308937072,0.1611481308937072,0,0.1611481308937072,0.0
2000-01-05 00:00:00-05:00,0.1611481308937072,0.1611481308937072,0.1611481308937072,0.1611481308937072,0,0.1611481308937072,0.0
2000-01-06 00:00:00-05:00,0.1611481308937072,0.1611481308937072,0.1611481308937072,0.1611481308937072,0,0.1611481308937072,0.0
2000-01-07 00:00:00-05:00,0.1611481308937072,0.1611481308937072,0.1611481308937072,0.1611481308937072,0,0.1611481308937072,0.0
2000-01-10 00:00:00-05:00,0.1611481308937072,0.1611481308937072,0.1611481308937072,0.1611481308937072,0,0.1611481308937072,0.0
2000-01-11 00:00:00-05:00,0.1581822386718517,0.1581822386718517,0.1542278379201889,0.1542278379201889,30000,0.16015951761177602,-0.04294367508415531
2000-01-12 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,30000,0.15941805765032763,0.0
2000-01-13 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.15884136656920111,0.0
2000-01-14 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.15838001370429988,0.0
2000-01-18 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,93000,0.15800254317847162,0.0
2000-01-19 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.15768798440694806,0.0
2000-01-20 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.15742181929258198,0.0
2000-01-21 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.15719367776598245,0.0
2000-01-24 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.1569959551095962,0.0
2000-01-25 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.15682294778525827,0.0
2000-01-26 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.1566702942637836,0.0
2000-01-27 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.156534602244695,0.0
2000-01-28 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.15641319359603678,0.0
2000-01-31 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.1563039258122444,0.0
2000-02-01 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.15595791116356847,0.0
2000-02-02 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.15561189651489254,0.0
2000-02-03 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.15526588186621665,0.0
2000-02-04 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.15491986721754075,0.0
2000-02-07 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.15457385256886483,0.0
2000-02-08 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.1542278379201889,0.0
2000-02-09 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.1542278379201889,0.0
2000-02-10 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.1542278379201889,0.0
2000-02-11 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.1542278379201889,0.0
2000-02-14 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.1542278379201889,0.0
2000-02-15 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.1542278379201889,0.0
2000-02-16 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.1542278379201889,0.0
2000-02-17 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.1542278379201889,0.0
2000-02-18 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.1542278379201889,0.0
2000-02-22 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.1542278379201889,0.0
2000-02-23 00:00:00-05:00,0.152250348969456,0.152250348969456,0.1502733826637268,0.1502733826637268,150000,0.1540301151573658,-0.025640346838736616
2000-02-24 00:00:00-05:00,0.1502733826637268,0.1502733826637268,0.1502733826637268,0.1502733826637268,0,0.1538323923945427,0.0
2000-02-25 00:00:00-05:00,0.1502733826637268,0.1502733826637268,0.1502733826637268,0.1502733826637268,0,0.1536346696317196,0.0
2000-02-28 00:00:00-05:00,0.1502733826637268,0.1502733826637268,0.1502733826637268,0.1502733826637268,0,0.15343694686889647,0.0
2000-02-29 00:00:00-05:00,0.1502733826637268,0.1502733826637268,0.1502733826637268,0.1502733826637268,0,0.15323922410607338,0.0
2000-03-01 00:00:00-05:00,0.1502733826637268,0.1502733826637268,0.1502733826637268,0.1502733826637268,0,0.15304150134325029,0.0
2000-03-02 00:00:00-05:00,0.1502733826637268,0.1502733826637268,0.1502733826637268,0.1502733826637268,0,0.15284377858042716,0.0
2000-03-03 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,3000,0.15284377858042716,0.026315074475372402
2000-03-06 00:00:00-05:00,0.1542278379201889,0.1542278379201889,0.1542278379201889,0.1542278379201889,0,0.15284377858042716,0.0
