Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-01-02 00:00:00-05:00,21.110007724888376,21.400181696943502,20.614297507253273,21.230913162231445,13767900,0.0,0.0
2013-01-03 00:00:00-05:00,21.158365401759994,21.158365401759994,20.6505645398746,21.05559730529785,16739300,0.0,0.0
2013-01-04 00:00:00-05:00,20.928646512209728,21.09186847387959,20.7049729970676,20.78960609436035,21372100,0.0,0.0
2013-01-07 00:00:00-05:00,20.644525113103732,21.430406978326328,20.644525113103732,20.831926345825195,17897100,0.0,0.0
2013-01-08 00:00:00-05:00,20.72915599405936,20.940738752123785,20.166947744254912,20.378530502319336,17863300,0.0,0.0
2013-01-09 00:00:00-05:00,20.31807451464359,20.523612994554934,20.31807451464359,20.49338722229004,18800400,0.0,0.0
2013-01-10 00:00:00-05:00,20.34830213859181,20.55384063720703,20.14881017862696,20.55384063720703,15658100,0.0,0.0
2013-01-11 00:00:00-05:00,20.547723394572557,20.737357882258937,20.40090922127792,20.706769943237305,11191500,0.4,0.0
2013-01-14 00:00:00-05:00,20.804647356408324,20.95146154434924,20.676186400417745,20.853586196899414,11584900,0.0,0.0
2013-01-15 00:00:00-05:00,20.621135522447492,21.238975673584232,20.621135522447492,21.16556739807129,13040200,0.0,0.0
2013-01-16 00:00:00-05:00,21.08603602913691,21.740577697753906,21.073801321911233,21.740577697753906,16512700,0.0,0.0
2013-01-17 00:00:00-05:00,21.869038422340843,22.450174175794718,21.869038422340843,22.27889060974121,14424800,0.0,0.0
2013-01-18 00:00:00-05:00,22.285013154813498,22.829444885253906,22.046442156848126,22.829444885253906,17842200,0.0,0.0
2013-01-22 00:00:00-05:00,22.62145540831645,22.78662045404745,21.97914845282818,22.27889060974121,15809700,0.0,0.0
2013-01-23 00:00:00-05:00,22.57864178458778,23.147542999351494,22.32783604834493,23.12307357788086,10981600,0.0,0.0
2013-01-24 00:00:00-05:00,23.11695596057367,23.56351237391798,22.77439108175383,22.91508674621582,11327100,0.0,0.0
2013-01-25 00:00:00-05:00,22.95179209818782,23.147542801212378,22.413476498104057,23.000728607177734,8934600,0.0,0.0
2013-01-28 00:00:00-05:00,23.031312013552256,23.165889136913336,22.456292394850585,22.566402435302734,7140100,0.0,0.0
2013-01-29 00:00:00-05:00,22.456297503372276,22.91508866511472,22.17490615088472,22.823331832885742,8838500,0.0,0.0
2013-01-30 00:00:00-05:00,22.517467796405953,22.95790566107271,22.517467796405953,22.59087371826172,10841800,0.0,0.0
2013-01-31 00:00:00-05:00,22.535820438872406,22.590875467911253,22.18713936613717,22.444061279296875,10720700,0.0,0.0
2013-02-01 00:00:00-05:00,22.53582331382814,22.7560434580776,22.340072593058096,22.74380874633789,9527500,0.0,0.0
2013-02-04 00:00:00-05:00,22.41347227009738,22.817208310617595,22.35841724941135,22.804973602294922,6348000,0.0,0.0
2013-02-05 00:00:00-05:00,22.890611962244677,23.08024642218585,22.743800143962037,22.75603485107422,7284400,0.0,0.0
2013-02-06 00:00:00-05:00,22.60923309458001,22.804983848630073,22.54806185901426,22.719343185424805,5738900,0.0,0.0
2013-02-07 00:00:00-05:00,22.982371100795653,22.982371100795653,21.899624023358044,22.27889060974121,9872500,0.0,0.0
2013-02-08 00:00:00-05:00,22.248307880904356,22.27889348587005,21.91798008032994,22.174901962280273,13858700,0.0,0.0
2013-02-11 00:00:00-05:00,22.101503294628234,22.132088909628337,21.869048420268353,21.930219650268555,6032100,0.0,0.0
2013-02-12 00:00:00-05:00,21.881277300618066,21.960801745247714,21.532596248784046,21.667173385620117,7473800,0.0,0.0
2013-02-13 00:00:00-05:00,21.667177216404323,21.75893638670261,21.50201444351962,21.575420379638672,4859800,0.0,0.0
2013-02-14 00:00:00-05:00,21.44083444400132,22.468526575048756,21.416365028135445,22.370651245117188,7570100,0.0,0.0
2013-02-15 00:00:00-05:00,22.5908805914628,23.12919629376093,22.5908805914628,22.988500595092773,13296300,0.0,0.0
2013-02-19 00:00:00-05:00,22.964021519807144,23.44728197751623,22.70098113566331,23.36163902282715,8292700,0.0,0.0
