Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2011-10-20 00:00:00-04:00,37.09760135131672,38.5892219543457,36.98628515563149,38.5892219543457,4700,0.0,0.0,0.0
2011-10-21 00:00:00-04:00,37.65416507468878,37.6764271746162,37.61705780029297,37.61705780029297,3000,0.0,0.0,0.0
2011-10-24 00:00:00-04:00,37.61705780029297,37.61705780029297,37.61705780029297,37.61705780029297,0,0.0,0.0,0.0
2011-10-25 00:00:00-04:00,37.61705780029297,37.61705780029297,37.61705780029297,37.61705780029297,0,0.0,0.0,0.0
2011-10-26 00:00:00-04:00,38.01037563600324,38.062322426929875,37.891639709472656,37.891639709472656,700,0.0,0.0,0.0
2011-10-27 00:00:00-04:00,38.804420471191406,38.804420471191406,38.804420471191406,38.804420471191406,100,0.0,0.0,0.0
2011-10-28 00:00:00-04:00,38.448222619116635,38.55953598022461,38.448222619116635,38.55953598022461,500,0.0,0.0,0.0
2011-10-31 00:00:00-04:00,38.084591877480555,38.084591877480555,37.772911071777344,37.772911071777344,300,0.0,0.0,0.0
2011-11-01 00:00:00-04:00,37.35733221102825,40.162470664096276,37.09017562866211,37.09017562866211,53100,0.0,0.0,0.0
2011-11-02 00:00:00-04:00,37.46122171295681,37.5057487487793,37.24601195281327,37.5057487487793,2200,0.0,0.0,0.0
2011-11-03 00:00:00-04:00,37.79516746372611,37.95100784301758,37.72095856812672,37.95100784301758,900,0.0,0.0,0.0
2011-11-04 00:00:00-04:00,37.57996432323053,37.62449136696667,37.57996432323053,37.59480667114258,700,0.0,0.0,0.0
2011-11-07 00:00:00-05:00,37.69869837682523,37.861961364746094,37.69869837682523,37.861961364746094,1900,0.0,0.0,0.0
2011-11-08 00:00:00-05:00,38.203330993652344,38.203330993652344,38.203330993652344,38.203330993652344,100,0.0,0.0,0.0
2011-11-09 00:00:00-05:00,37.00853823580669,37.00853823580669,36.91948699951172,36.91948699951172,600,0.0,0.0,0.0
2011-11-10 00:00:00-05:00,37.20149706837157,37.35733748646283,37.20149706837157,37.33507537841797,8000,0.0,0.0,0.0
2011-11-11 00:00:00-05:00,37.86195819118898,37.876800537109375,37.86195819118898,37.876800537109375,300,0.0,0.0,0.0
2011-11-14 00:00:00-05:00,37.505757639799526,37.505757639799526,37.446388244628906,37.446388244628906,200,0.0,0.0,0.0
2011-11-15 00:00:00-05:00,37.446388244628906,37.446388244628906,37.446388244628906,37.446388244628906,0,0.0,0.0,0.0
2011-11-16 00:00:00-05:00,37.446388244628906,37.446388244628906,37.446388244628906,37.446388244628906,0,0.0,0.0,0.0
2011-11-17 00:00:00-05:00,36.68202383937008,36.74881299013669,36.68202383937008,36.733970642089844,2200,0.0,0.0,0.0
2011-11-18 00:00:00-05:00,36.84527587890625,36.84527587890625,36.84527587890625,36.84527587890625,200,0.0,0.0,0.0
2011-11-21 00:00:00-05:00,36.348073162657094,36.48907120367315,36.348073162657094,36.38517761230469,600,0.0,0.0,0.0
2011-11-22 00:00:00-05:00,36.429714368563154,36.429714368563154,36.325820749479576,36.3332405090332,400,0.0,0.0,0.0
2011-11-23 00:00:00-05:00,36.325812607707746,36.325812607707746,35.77665710449219,35.77665710449219,300,0.0,0.0,0.0
2011-11-25 00:00:00-05:00,35.77665710449219,35.77665710449219,35.77665710449219,35.77665710449219,0,0.0,0.0,0.0
2011-11-28 00:00:00-05:00,36.3629150390625,36.3629150390625,36.3629150390625,36.3629150390625,200,0.0,0.0,0.0
2011-11-29 00:00:00-05:00,36.570701599121094,36.570701599121094,36.570701599121094,36.570701599121094,200,0.0,0.0,0.0
2011-11-30 00:00:00-05:00,36.570701599121094,36.570701599121094,36.570701599121094,36.570701599121094,0,0.0,0.0,0.0
2011-12-01 00:00:00-05:00,37.6690128684132,37.6690128684132,37.63190841674805,37.63190841674805,500,0.0,0.0,0.0
2011-12-02 00:00:00-05:00,37.63190841674805,37.63190841674805,37.63190841674805,37.63190841674805,0,0.0,0.0,0.0
2011-12-05 00:00:00-05:00,37.84710987946414,37.84710987946414,37.61705780029297,37.61705780029297,300,0.0,0.0,0.0
2011-12-06 00:00:00-05:00,37.61706289792702,37.64674758911133,37.60964314057493,37.64674758911133,900,0.0,0.0,0.0
2011-12-07 00:00:00-05:00,37.64674758911133,37.64674758911133,37.64674758911133,37.64674758911133,0,0.0,0.0,0.0
2011-12-08 00:00:00-05:00,37.24601826759412,37.36475421903031,37.23859850914302,37.253440856933594,20100,0.0,0.0,0.0
2011-12-09 00:00:00-05:00,37.542860182152296,37.71354293823242,37.52059807554267,37.71354293823242,1800,0.0,0.0,0.0
2011-12-12 00:00:00-05:00,37.698700450336375,37.698700450336375,37.05307388305664,37.05307388305664,2800,0.0,0.0,0.0
2011-12-13 00:00:00-05:00,37.05307388305664,37.05307388305664,37.05307388305664,37.05307388305664,0,0.0,0.0,0.0
2011-12-14 00:00:00-05:00,37.023381528605206,37.07532832034841,36.75622498198993,36.83043670654297,19800,0.0,0.0,0.0
2011-12-15 00:00:00-05:00,36.95659637451172,36.95659637451172,36.95659637451172,36.95659637451172,100,0.0,0.0,0.0
2011-12-16 00:00:00-05:00,36.95659637451172,36.95659637451172,36.95659637451172,36.95659637451172,0,0.0,0.0,0.0
2011-12-19 00:00:00-05:00,36.93433380126953,36.93433380126953,36.93433380126953,36.93433380126953,200,0.0,0.0,0.0
2011-12-20 00:00:00-05:00,37.13053894042969,37.13053894042969,37.13053894042969,37.13053894042969,0,0.263,0.0,0.0
2011-12-21 00:00:00-05:00,37.622931746963545,37.98849105834961,37.622931746963545,37.98849105834961,4000,0.0,0.0,0.0
2011-12-22 00:00:00-05:00,38.11532022547772,38.11532022547772,38.070556640625,38.070556640625,700,0.0,0.0,0.0
2011-12-23 00:00:00-05:00,38.286911425510496,38.39881896972656,38.286911425510496,38.39881896972656,500,0.0,0.0,0.0
2011-12-27 00:00:00-05:00,38.39881896972656,38.39881896972656,38.39881896972656,38.39881896972656,0,0.0,0.0,0.0
2011-12-28 00:00:00-05:00,38.063099365748286,38.085479736328125,38.063099365748286,38.085479736328125,400,0.0,0.0,0.0
2011-12-29 00:00:00-05:00,38.249609859414164,38.39881896972656,38.17500388129443,38.39881896972656,23700,0.0,0.0,0.0
2011-12-30 00:00:00-05:00,38.45850004265482,38.45850004265482,38.23468780517578,38.23468780517578,2700,0.0,0.0,0.0
2012-01-03 00:00:00-05:00,38.83898604991379,38.83898604991379,38.63755416870117,38.63755416870117,500,0.0,0.0,0.0
2012-01-04 00:00:00-05:00,38.32420349121094,38.32420349121094,38.32420349121094,38.32420349121094,200,0.0,0.0,0.0
2012-01-05 00:00:00-05:00,38.30183029174805,38.30183029174805,38.30183029174805,38.30183029174805,200,0.0,0.0,0.0
2012-01-06 00:00:00-05:00,38.30183029174805,38.30183029174805,38.30183029174805,38.30183029174805,0,0.0,0.0,0.0
