Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00-05:00,4.816671659966477,4.877771089056961,4.80648842178473,4.847221374511719,259300,0.0,0.0
2000-01-04 00:00:00-05:00,4.8064915540349125,4.867591022942136,4.775941819581301,4.826858043670654,256800,0.0,0.0
2000-01-05 00:00:00-05:00,4.786121945421235,4.887954327238708,4.786121945421235,4.847221374511719,160900,0.0,0.0
2000-01-06 00:00:00-05:00,4.857405370917202,4.928688049316406,4.847222131145887,4.928688049316406,117500,0.0,0.0
2000-01-07 00:00:00-05:00,4.96942015838623,5.11198549079895,4.92868720626831,5.09161901473999,129700,0.0,0.0
2000-01-10 00:00:00-05:00,5.122169794715834,5.152719515161456,4.949054712190647,4.99997091293335,150100,0.0,0.0
2000-01-11 00:00:00-05:00,5.030519491207145,5.091618918225856,5.020336253370694,5.081435680389404,181800,0.0,0.0
2000-01-12 00:00:00-05:00,5.081437638662393,5.2443695068359375,5.081437638662393,5.2443695068359375,159200,0.0,0.0
2000-01-13 00:00:00-05:00,5.285101389626734,5.661881257480663,5.264734910283278,5.641514778137207,262300,0.0,0.0
2000-01-14 00:00:00-05:00,5.6618808746337885,6.038660717010498,5.6618808746337885,5.855362415313721,345500,0.0,0.0
2000-01-18 00:00:00-05:00,5.855359808659889,5.865543043109732,5.763710698611299,5.784077167510986,302500,0.0,0.0
2000-01-19 00:00:00-05:00,5.722980308532715,5.906278610229492,5.722980308532715,5.906278610229492,196900,0.0,0.0
2000-01-20 00:00:00-05:00,5.824813925271216,5.916463095424084,5.804447443015023,5.885913372039795,150200,0.0,0.0
2000-01-21 00:00:00-05:00,5.936827575838244,6.109942616643132,5.936827575838244,6.028476715087891,231300,0.0,0.0
2000-01-24 00:00:00-05:00,6.232140652184348,6.435805379379914,6.211774179464791,6.293240070343018,353500,0.0,0.0
2000-01-25 00:00:00-05:00,6.28305798560854,6.435806559002589,6.28305798560854,6.415440082550049,257900,0.0,0.0
2000-01-26 00:00:00-05:00,6.456173706658279,6.517273142367978,6.323791595953929,6.435807228088379,249300,0.0,0.0
2000-01-27 00:00:00-05:00,6.476541484770228,6.476541484770228,6.171044244922576,6.211777210235596,222200,0.0,0.0
2000-01-28 00:00:00-05:00,6.24927166712324,6.24927166712324,6.072208969888081,6.228440761566162,151200,0.85,0.0
2000-01-31 00:00:00-05:00,6.1867807616427095,6.353428054885611,6.165949849987347,6.27010440826416,117700,0.0,0.0
2000-02-01 00:00:00-05:00,6.311760700157377,6.405499720456744,6.311760700157377,6.384668827056885,292700,0.0,0.0
2000-02-02 00:00:00-05:00,6.384675139800096,6.551322451768777,6.343013311807925,6.4992451667785645,168500,0.0,0.0
2000-02-03 00:00:00-05:00,6.540903091430664,6.624226697690927,6.520072189865598,6.540903091430664,91400,0.0,0.0
2000-02-04 00:00:00-05:00,6.582565580095563,6.603396483830043,6.499241965157645,6.561734676361084,95300,0.0,0.0
2000-02-07 00:00:00-05:00,6.499241965157645,6.582565580095563,6.467995609555926,6.561734676361084,99400,0.0,0.0
