Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00-05:00,0.7613741159439087,0.7613741159439087,0.7613741159439087,0.7613741159439087,0,0.0,0.0
2000-01-04 00:00:00-05:00,0.7190756797790527,0.7190756797790527,0.7190756797790527,0.7190756797790527,6700,0.0,0.0
2000-01-05 00:00:00-05:00,0.6767770648002625,0.6767770648002625,0.6767770648002625,0.6767770648002625,2300,0.0,0.0
2000-01-06 00:00:00-05:00,0.6767770648002625,0.6767770648002625,0.6767770648002625,0.6767770648002625,0,0.0,0.0
2000-01-07 00:00:00-05:00,0.634478498250246,0.6767770648002625,0.634478498250246,0.6767770648002625,2500,0.0,0.0
2000-01-10 00:00:00-05:00,0.6767770767211914,0.6767770767211914,0.6344785094261169,0.6344785094261169,22000,0.0,0.0
2000-01-11 00:00:00-05:00,0.7190756797790527,0.7190756797790527,0.7190756797790527,0.7190756797790527,900,0.0,0.0
2000-01-12 00:00:00-05:00,0.7613738273319445,0.8036723732948303,0.7613738273319445,0.8036723732948303,10000,0.0,0.0
2000-01-13 00:00:00-05:00,0.7190756797790527,0.7190756797790527,0.6767771103802849,0.7190756797790527,8600,0.0,0.0
2000-01-14 00:00:00-05:00,0.8036723732948303,0.8036723732948303,0.8036723732948303,0.8036723732948303,1200,0.0,0.0
2000-01-18 00:00:00-05:00,0.8036725521087646,0.9728667736053467,0.8036725521087646,0.9305682182312012,4300,0.0,0.0
2000-01-19 00:00:00-05:00,0.8882702070733774,0.9728673696517943,0.8882702070733774,0.9728673696517944,7600,0.0,0.0
2000-01-20 00:00:00-05:00,0.9728673696517943,1.015165950941003,0.9305687883625859,0.9728673696517944,46300,0.0,0.0
2000-01-21 00:00:00-05:00,1.0151653289794922,1.0574638843536377,1.0151653289794922,1.0574638843536377,72800,0.0,0.0
2000-01-24 00:00:00-05:00,1.0574641136022715,1.184359807234544,1.0574641136022715,1.0997626781463623,50900,0.0,0.0
2000-01-25 00:00:00-05:00,1.0997624397277832,1.0997624397277832,1.0151653289794922,1.0151653289794922,9200,0.0,0.0
2000-01-26 00:00:00-05:00,1.0574641136022715,1.0997626781463623,1.0574641136022715,1.0997626781463623,12600,0.0,0.0
2000-01-27 00:00:00-05:00,1.1843597888946533,1.1843597888946533,1.1843597888946533,1.1843597888946533,5000,0.0,0.0
2000-01-28 00:00:00-05:00,1.0997625466050773,1.2266582250595093,1.0997625466050773,1.2266582250595093,18500,0.0,0.0
2000-01-31 00:00:00-05:00,1.2266582250595093,1.2266582250595093,1.2266582250595093,1.2266582250595093,700,0.0,0.0
2000-02-01 00:00:00-05:00,1.1420612426904533,1.1420612426904533,1.0997626781463623,1.0997626781463623,5800,0.0,0.0
2000-02-02 00:00:00-05:00,1.0151655490581806,1.0997626781463623,1.0151655490581806,1.0997626781463623,10500,0.0,0.0
2000-02-03 00:00:00-05:00,1.0997624397277832,1.0997624397277832,1.0574638843536377,1.0574638843536377,17300,0.0,0.0
2000-02-04 00:00:00-05:00,1.0574638843536377,1.0574638843536377,1.0151653289794922,1.0151653289794922,600,0.0,0.0
2000-02-07 00:00:00-05:00,1.0151653289794922,1.0151653289794922,1.0151653289794922,1.0151653289794922,9000,0.0,0.0
2000-02-08 00:00:00-05:00,1.0151653289794922,1.0151653289794922,1.0151653289794922,1.0151653289794922,600,0.0,0.0
2000-02-09 00:00:00-05:00,1.0151653289794922,1.0997624397277832,1.0151653289794922,1.0151653289794922,6700,0.0,0.0
2000-02-10 00:00:00-05:00,0.9728673696517943,0.9728673696517943,0.9728673696517943,0.9728673696517944,7300,0.0,0.0
2000-02-11 00:00:00-05:00,0.9728667736053467,1.0151653289794922,0.9728667736053467,1.0151653289794922,5400,0.0,0.0
2000-02-14 00:00:00-05:00,1.0151653289794922,1.0151653289794922,1.0151653289794922,1.0151653289794922,0,0.0,0.0
2000-02-15 00:00:00-05:00,1.0151653289794922,1.0151653289794922,1.0151653289794922,1.0151653289794922,100,0.0,0.0
2000-02-16 00:00:00-05:00,1.0151653289794922,1.0151653289794922,1.0151653289794922,1.0151653289794922,3300,0.0,0.0
2000-02-17 00:00:00-05:00,1.0151653289794922,1.0151653289794922,1.0151653289794922,1.0151653289794922,0,0.0,0.0
